date,arabica_usd,robusta_usd,arabica_ma3,robusta_ma3,arabica_pct_change,robusta_pct_change,arabica_volatility,robusta_volatility,ugx_per_usd,arabica_ugx,robusta_ugx,rainfall_mm,temp_celsius,soil_moisture,rainfall_lag6,rainfall_lag9,drought_flag,health_score
2011-05-01,6.417428358,2.689195476,6.490989178666666,2.627025192,-3.0087964814074275,3.927749850898854,4.1226897503293545,4.60216314738908,2387.6840476190478,15322.791317134695,6420.949138974511,4118.402,22.360352,0.33079648,3092.91,3313.1228,0,85.3
2011-06-01,6.062264076,2.60034929,6.365399326,2.62570242,-5.53437081315058,-3.3038202984095766,4.61971020906554,4.935552514866699,2461.0385,14919.465288202926,6399.559716137665,3590.3933,21.98529,0.32221586,2663.2979,4138.496,0,80.5
2011-07-01,5.908822524,2.485268126,6.129504986000001,2.5916042973333338,-2.531093170412402,-4.425604069520994,4.767866483253489,4.902638972072274,2587.228333333333,15287.47305073098,6429.9561115174365,3175.4587,21.868408,0.31045505,1033.9492,4414.4863,0,74.0
2011-08-01,5.962174328,2.470717634,5.977753642666666,2.5187783500000003,0.9029176927094928,-0.5854697063780612,4.754880305970385,4.699504675461134,2753.2327272727275,16415.25348555488,6802.460649778641,4531.6074,21.338196,0.33868065,1348.0366,3092.91,0,89.6
2011-09-01,6.060059456,2.338219972,5.977018769333333,2.4314019106666667,1.6417689690874315,-5.362719728740961,4.654949161278844,5.110360965056224,2814.0187683307863,17053.121046384455,6579.794885693886,4675.3306,21.498901,0.34473184,3438.6787,2663.2979,0,93.0
2011-10-01,5.463489284,2.16273222,5.828574356,2.3238899420000005,-9.844295692665906,-7.505185743918541,5.669415910947277,5.762423540597317,2805.3659749066933,15327.08694160093,6067.255382822417,5010.3047,21.804993,0.33427483,3880.6255,1033.9492,0,87.2
2011-11-01,5.403303158,2.143772488,5.642283966,2.214908226666667,-1.1016060043579912,-0.8766564729867476,5.365500999249259,5.392686439954819,2582.177272727273,13952.2866122431,5535.6005964116,5482.354,21.372772,0.3512598,4118.402,1348.0366,0,96.6
2011-12-01,5.218556002,2.169566542,5.3617828146666655,2.158690416666667,-3.419152148190463,1.2032085561497263,5.146644317789446,5.372503287815607,2446.9142857142856,12769.359232093828,5308.743365427543,2330.456,22.499756,0.2884117,3590.3933,3438.6787,0,61.9
2012-01-01,5.229508955,2.132308464,5.283789371666667,2.148549164666667,0.2098847458148034,-1.7173051519154714,4.724437738342486,4.930196385174518,2414.193095238096,12625.044410646788,5147.804370706548,316.33307,24.567413,0.19122389,3175.4587,3880.6255,1,8.2
2012-02-01,4.941876192,2.247169166,5.129980383,2.1830147240000004,-5.500186833507403,5.386683209263854,3.711249437246428,4.5482057816572325,2327.969285714285,11504.535988778673,5231.340798252187,1598.9126,24.810822,0.19760455,4531.6074,4118.402,0,11.7
2012-03-01,4.437018212,2.283324934,4.869467786333333,2.220934188,-10.21591720199857,1.6089473167860249,4.218925800082644,3.765246335914963,2485.018095238095,11026.07054572098,5674.103778298329,1312.2743,25.127228,0.21357764,4675.3306,3590.3933,0,20.5
2012-04-01,4.22074499,2.24430316,4.5332131313333335,2.2582657533333337,-4.8742919606479145,-1.7089890895046866,3.8349094150967566,3.768006335186438,2506.212631578948,10578.084408611558,5624.700928684547,5661.757,22.609528,0.31621015,5010.3047,3175.4587,0,77.2
2012-05-01,4.07083083,2.356297856,4.242864677333333,2.2946419833333334,-3.5518412118046405,4.990176817288794,3.830419567354464,3.907134436545497,2479.052946037369,10091.805161931248,5841.387141658336,4865.8594,21.786041,0.34937456,5482.354,4531.6074,0,95.5
2012-06-01,3.718973478,2.33028334,4.003516432666667,2.3102947853333338,-8.643379366368809,-1.104041916167664,4.067178183335143,3.8415369896590046,2484.357619047619,9239.260095105325,5789.257170268733,3576.3208,21.576447,0.33054078,2330.456,4675.3306,0,85.1
2012-07-01,4.19869879,2.360266172,3.9961676993333337,2.3489491226666668,12.89940126859921,1.2866603595080628,6.3445948770395,3.708645644866676,2474.1802272727277,10388.337526491923,5839.723893863091,3578.8767,21.226105,0.3294941,316.33307,5010.3047,0,84.6
2012-08-01,3.85421253704,2.34838039461,3.92396160168,2.3463099688700004,-8.20459552327163,-0.50357783927093,6.428425426637243,3.708279186974071,2492.038128950462,9604.844599382575,5852.253484647852,4073.7253,21.32373,0.33913118,1598.9126,5482.354,0,89.9
2012-09-01,3.945828876,2.31374869,3.99958006768,2.3407984188700004,2.377044288023633,-1.4747059160213791,6.483944849100104,3.387264619310141,2515.877,9927.220115064252,5821.10711295113,4604.6,21.656982,0.33934194,1312.2743,2330.456,0,90.0
2012-10-01,3.821047384,2.303166514,3.87369626568,2.321765199536667,-3.162364510001125,-0.457360647927596,6.151325830201812,2.457612412818756,2579.4281129554893,9856.117043224627,5940.852455029292,5230.338,22.15744,0.3273393,5661.757,316.33307,0,83.4
2012-11-01,3.525407842,2.153252354,3.7640947006666665,2.256722519333334,-7.737133625663517,-6.5090456590408685,6.284940192255946,3.185486800433312,2622.9527272727278,9246.97811392256,5647.87913443072,4366.7886,21.937195,0.33735287,4865.8594,1598.9126,0,88.9
2012-12-01,3.367336588,2.129442458,3.571263938,2.195287108666667,-4.483772121818519,-1.105764308385382,6.2939970532379625,3.1814289372855336,2673.477061693551,9002.49712701943,5693.015565659333,2988.6318,22.42035,0.29222298,3576.3208,1312.2743,0,64.0
